ds,ts,max_temp,min_temp
2019-09-02,7872.1585416666700,19.1,10.7
2019-09-03,7748.876041666660,23.7,11.0
2019-09-04,7686.751250000000,29.2,10.6
2019-09-05,7645.136041666670,21.7,15.2
2019-09-06,7604.135000000000,30.4,13.8
2019-09-07,7195.145208333340,20.3,10.8
2019-09-08,7147.282916666670,20.1,11.2
2019-09-09,8069.440000000000,17.4,11.2
2019-09-10,8310.240208333330,16.4,7.9
2019-09-11,7997.701250000000,20.7,9.0
2019-09-12,7891.0547916666700,27.6,9.1
2019-09-13,7588.776041666670,20.1,14.5
2019-09-14,7047.497083333330,19.8,11.1
2019-09-15,6758.112708333330,28.6,9.3
2019-09-16,7418.847916666670,28.7,14.4
2019-09-17,8596.065,15.7,9.4
2019-09-18,8185.376250000000,17.5,10.6
2019-09-19,7732.025000000000,21.9,13.6
2019-09-20,7461.552708333330,23.0,14.6
2019-09-21,6934.425416666670,24.1,17.8
2019-09-22,6606.638125,23.4,17.4
2019-09-23,7297.02520833333,22.0,12.1
2019-09-24,7443.437500000000,22.1,9.4
2019-09-25,7462.665416666670,20.2,10.5
2019-09-26,7507.738541666670,22.1,13.4
2019-09-27,7219.507291666670,27.7,14.4
2019-09-28,6799.936666666670,19.0,15.1
2019-09-29,6658.626666666670,22.3,11.6
2019-09-30,7498.275833333330,18.1,13.4
2019-10-01,7516.411666666670,21.3,12.8
2019-10-02,7284.2695833333400,25.6,12.3
2019-10-03,7377.972500000000,31.1,13.5
2019-10-04,7304.133541666670,34.7,16.8
2019-10-05,6950.078333333330,18.9,14.8
2019-10-06,6558.404166666670,23.6,14.8
2019-10-07,6638.0268750000000,22.6,17.1
2019-10-08,7345.208750000000,23.3,16.2
2019-10-09,7284.4000000000000,17.6,10.2
2019-10-10,7313.322083333340,18.9,12.4
2019-10-11,7500.9529166666600,19.0,12.4
2019-10-12,7251.477708333340,19.2,12.0
2019-10-13,6772.818958333330,19.9,11.0
2019-10-14,7302.271666666670,23.6,12.5
2019-10-15,7310.072083333330,26.1,14.9
2019-10-16,7445.292708333330,25.8,17.3
2019-10-17,7260.325208333330,29.7,16.8
2019-10-18,7018.238333333330,25.0,13.5
2019-10-19,6634.948958333330,30.0,12.4
2019-10-20,6477.165000000000,21.5,12.5
2019-10-21,7224.818958333340,23.8,12.1
2019-10-22,7282.838333333330,25.1,13.7
2019-10-23,7396.582291666670,26.5,16.6
2019-10-24,7602.246666666670,28.1,17.8
2019-10-25,7946.533125000000,38.2,18.1
2019-10-26,6995.93,32.5,22.9
2019-10-27,6412.172291666670,22.5,14.2
2019-10-28,7188.780416666670,22.3,13.8
2019-10-29,7311.275416666670,26.8,14.5
2019-10-30,7586.256250000000,29.2,17.2
2019-10-31,7817.087916666670,28.0,17.4
2019-11-01,7721.062916666670,27.5,18.2
2019-11-02,7231.15125,27.9,18.0
2019-11-03,7154.219791666670,32.9,17.1
2019-11-04,7424.598750000000,24.4,16.2
2019-11-05,7308.133333333330,19.1,14.9
2019-11-06,7087.315416666660,30.5,12.1
2019-11-07,7504.716041666670,30.8,18.4
2019-11-08,7494.079791666670,32.1,18.5
2019-11-09,6505.583750000000,19.9,11.9
2019-11-10,6433.600625000000,23.9,14.6
2019-11-11,7309.103541666670,27.8,15.6
2019-11-12,7874.787083333330,37.9,15.5
2019-11-13,7101.927500000000,22.2,13.7
2019-11-14,7306.468750000000,26.1,15.8
2019-11-15,7509.996458333340,33.8,16.5
2019-11-16,6781.366666666670,22.9,17.2
2019-11-17,6679.681041666670,22.3,17.2
2019-11-18,7382.71520833333,27.2,16.0
2019-11-19,8006.878125000000,34.9,16.0
2019-11-20,7736.680833333340,23.9,17.3
2019-11-21,8406.476875000000,29.4,17.3
2019-11-22,8071.562083333330,22.0,19.8
2019-11-23,7213.296250000000,22.3,17.9
2019-11-24,6964.984791666670,23.4,18.4
2019-11-25,7948.022916666670,32.1,19.2
2019-11-26,8023.52645833333,37.2,18.9
2019-11-27,7276.637291666670,23.0,14.0
2019-11-28,7637.543125000000,27.8,15.7
2019-11-29,8119.387916666670,29.5,0.0
2019-11-30,7101.255833333330,22.7,19.3
2019-12-01,6684.298541666660,24.1,17.0
2019-12-02,7163.356666666670,23.6,16.7
2019-12-03,7251.050625000000,28.0,14.3
2019-12-04,7496.848333333330,31.0,18.8
2019-12-05,7918.703333333330,33.9,16.3
2019-12-06,7917.06729166667,28.4,17.4
2019-12-07,7143.040000000000,26.5,17.6
2019-12-08,6927.035416666670,26.2,18.8
2019-12-09,8211.946875000000,27.4,20.9
2019-12-10,8620.240625000000,35.0,19.9
2019-12-11,7748.506666666670,22.5,17.9
2019-12-12,7627.1483333333300,23.4,17.9
2019-12-13,7520.743958333330,23.5,18.2
2019-12-14,7244.625833333330,27.6,18.0
2019-12-15,7382.935833333330,29.1,0.0
2019-12-16,7682.303541666660,22.9,18.8
2019-12-17,7722.311041666670,24.8,16.4
2019-12-18,8029.423750000000,28.5,18.3
2019-12-19,8810.094166666670,42.4,20.1
2019-12-20,8168.587708333340,26.6,19.3
2019-12-21,8322.024375,32.5,21.1
2019-12-22,6824.841875000000,21.7,18.1
2019-12-23,7287.088125000000,26.5,0.0
2019-12-24,7522.140625000000,28.0,18.3
2019-12-25,6617.270000000000,27.9,19.3
2019-12-26,6950.807083333330,30.2,20.7
2019-12-27,7508.199791666670,29.9,21.2
2019-12-28,7694.271458333330,30.7,20.3
2019-12-29,7746.240833333330,29.5,20.2
2019-12-30,8321.401041666660,31.0,19.3
2019-12-31,8503.726875000000,40.3,20.3
2020-01-01,7080.991875000000,26.2,18.5
2020-01-02,7592.20708333333,26.6,19.1
2020-01-03,8409.726458333340,30.9,20.9
2020-01-04,9355.247291666670,43.3,22.1
2020-01-05,7291.352708333340,24.4,20.8
2020-01-06,7619.550000000000,25.2,19.3
2020-01-07,8240.597083333330,29.6,20.0
2020-01-08,8235.527083333330,24.6,21.0
2020-01-09,8000.005625000000,26.0,20.5
2020-01-10,9098.401875,31.5,21.0
2020-01-11,7263.744791666670,22.5,18.9
2020-01-12,6792.416666666670,23.3,19.4
2020-01-13,7407.147083333330,27.1,17.3
2020-01-14,7895.085208333330,28.5,19.4
2020-01-15,8132.4302083333300,28.7,19.2
2020-01-16,8147.563541666660,28.5,20.7
2020-01-17,7667.08125,22.6,18.1
2020-01-18,7111.982083333330,22.8,18.2
2020-01-19,7027.028958333330,24.9,18.4
2020-01-20,8134.332708333340,30.0,20.1
2020-01-21,8107.235833333330,30.4,18.9
2020-01-22,8892.226666666670,32.7,20.7
2020-01-23,10173.917916666700,43.7,22.4
2020-01-24,8941.812708333330,26.6,22.3
2020-01-25,8263.586250000000,29.4,21.7
2020-01-26,8750.469583333330,37.7,24.0
2020-01-27,8564.945833333340,28.4,22.0
2020-01-28,9629.795625000000,30.0,22.5
2020-01-29,8920.190833333330,27.1,22.5
2020-01-30,9191.99041666667,31.4,20.3
2020-01-31,10217.707291666700,33.7,23.5
2020-02-01,10653.156250000000,37.6,24.2
2020-02-02,9299.234583333340,26.2,23.4
2020-02-03,8653.178125,31.2,21.1
2020-02-04,7432.763750000000,24.3,17.8
2020-02-05,7638.969583333340,27.6,18.4
2020-02-06,7829.723125000000,26.2,19.3
2020-02-07,7687.515416666670,22.3,18.7
2020-02-08,7117.027083333330,25.1,18.8
2020-02-09,7064.819791666670,23.7,18.8
2020-02-10,7826.514583333330,28.6,19.2
2020-02-11,8284.551458333330,30.6,20.8
2020-02-12,8245.922708333330,26.7,21.6
2020-02-13,8414.698958333330,27.5,20.9
2020-02-14,8061.711875,25.5,21.1
2020-02-15,7477.09645833333,26.3,18.5
2020-02-16,7313.478541666670,25.0,20.1
2020-02-17,8143.765,24.8,20.2
2020-02-18,8715.751875,31.8,20.8
2020-02-19,7774.717083333340,30.4,20.3
2020-02-20,7571.2989583333400,24.0,18.2
2020-02-21,7651.983541666670,25.8,19.4
2020-02-22,7089.666458333330,23.9,18.0
2020-02-23,7090.057083333330,26.7,19.7
2020-02-24,8005.957916666670,29.0,19.4
2020-02-25,8397.812083333330,30.6,20.9
2020-02-26,8443.9425,34.3,22.5
2020-02-27,7827.513958333330,27.8,19.9
2020-02-28,7553.343125,24.5,17.8
2020-02-29,7207.313541666670,28.5,19.0
2020-03-01,7484.765416666670,30.7,19.3
2020-03-02,8621.63020833333,39.6,20.8
2020-03-03,7951.616666666670,21.8,19.8
2020-03-04,7974.059583333330,26.3,18.4
2020-03-05,8093.834166666670,24.0,20.0
2020-03-06,7885.240625000000,26.8,20.8
2020-03-07,6925.706875,23.9,19.2
2020-03-08,6657.4733333333300,21.6,16.8
2020-03-09,7284.506875000000,22.3,16.3
2020-03-10,7390.626875000000,23.7,17.1
2020-03-11,7418.582500000000,25.7,15.9
2020-03-12,7494.088958333330,26.0,17.6
2020-03-13,7333.363333333330,27.0,16.5
2020-03-14,6972.203541666670,19.6,16.8
2020-03-15,6640.718750000000,20.0,13.1
2020-03-16,7334.405416666670,21.4,16.1
2020-03-17,7387.452708333340,23.5,15.5
2020-03-18,7290.9385416666700,27.5,15.0
2020-03-19,7696.435,32.3,17.4
2020-03-20,7990.082500000000,36.6,20.5
2020-03-21,7006.861250000000,25.1,18.6
2020-03-22,6786.752500000000,30.0,18.8
2020-03-23,7255.693750000000,22.0,18.6
2020-03-24,7366.396458333340,22.9,17.0
2020-03-25,7323.978333333340,23.9,17.8
2020-03-26,7290.00791666667,21.5,17.5
2020-03-27,7088.832500000000,23.3,17.5
2020-03-28,6651.248541666670,24.9,16.3
2020-03-29,6582.303541666670,25.2,17.3
2020-03-30,7234.941875,27.0,18.9
2020-03-31,7186.098541666670,25.5,17.7
2020-04-01,7294.919791666670,25.2,19.8
2020-04-02,7377.411666666670,25.7,19.8
2020-04-03,7308.678958333330,26.1,16.8
2020-04-04,6602.673958333330,27.4,19.2
2020-04-05,6234.702916666670,25.5,12.9
2020-04-06,6937.243958333330,23.2,14.2
2020-04-07,7161.908958333330,20.9,15.6
2020-04-08,7228.175833333330,19.9,15.9
2020-04-09,7167.864791666670,21.0,16.6
2020-04-10,6770.284375000000,23.8,17.2
2020-04-11,6342.2287500000000,27.6,13.4
2020-04-12,6275.858958333330,20.5,11.1
2020-04-13,6447.713333333340,22.8,11.2
2020-04-14,6930.728750000000,26.7,13.3
2020-04-15,7054.711458333330,28.4,15.2
2020-04-16,7127.583125000000,27.3,17.6
2020-04-17,6918.970000000000,27.7,17.0
2020-04-18,6529.067291666670,23.3,13.4
2020-04-19,6480.893958333330,21.0,12.1
2020-04-20,7135.856875,21.7,13.7
2020-04-21,7056.405,26.6,13.7
2020-04-22,6991.853333333330,26.1,14.1
2020-04-23,7049.887291666670,26.6,13.4
2020-04-24,7008.895625000000,27.7,16.3
2020-04-25,6477.62875,27.2,14.5
2020-04-26,6520.780208333330,29.0,13.7
2020-04-27,7150.502291666670,22.7,16.3
2020-04-28,7199.753125,24.5,18.8
2020-04-29,7267.887291666670,28.0,17.4
2020-04-30,7737.736041666670,19.8,17.7
2020-05-01,7734.060000000000,18.1,10.0
2020-05-02,7206.948541666670,20.1,12.8
2020-05-03,6974.980625000000,18.2,11.0
2020-05-04,7673.263750000000,17.9,9.9
2020-05-05,7672.50375,19.1,12.3
2020-05-06,7537.865625000000,23.8,11.2
2020-05-07,7551.910208333340,25.0,12.0
2020-05-08,7178.616875000000,28.3,15.0
2020-05-09,6864.232708333330,27.2,15.4
2020-05-10,6907.0564583333300,18.2,11.5
2020-05-11,7939.36375,18.0,7.9
2020-05-12,8085.5129166666700,21.5,8.4
2020-05-13,8215.370208333330,20.1,10.0
2020-05-14,8312.797083333330,17.7,9.5
2020-05-15,8246.575208333330,16.1,10.4
2020-05-16,7592.1825,19.2,10.0
2020-05-17,7344.343541666670,20.4,9.5
2020-05-18,8077.137291666670,19.1,11.3
2020-05-19,7824.764791666670,22.4,13.9
2020-05-20,7669.658541666670,25.4,12.4
2020-05-21,8173.122083333340,18.2,15.1
2020-05-22,8655.455625000000,16.7,8.9
2020-05-23,8036.346875000000,17.7,11.3
2020-05-24,7667.241666666670,16.9,13.6
2020-05-25,8574.378750000000,16.0,13.4
2020-05-26,8392.230833333340,20.0,13.1
2020-05-27,8155.945000000000,18.4,12.1
2020-05-28,8073.593333333330,21.9,11.4
2020-05-29,8336.169583333330,16.6,11.5
2020-05-30,7580.438958333330,20.7,10.5
2020-05-31,7297.173333333330,22.4,11.6
2020-06-01,7944.50416666667,23.7,12.7
2020-06-02,8963.584791666670,15.9,7.9
2020-06-03,8595.234791666670,17.4,8.6
2020-06-04,8832.461666666670,15.6,10.6
2020-06-05,8770.827500000000,20.1,7.0
2020-06-06,8214.259166666670,19.4,7.3
2020-06-07,8227.182916666670,16.0,7.9
2020-06-08,7930.376666666670,16.0,9.4
2020-06-09,8652.380000000000,17.3,10.3
2020-06-10,8676.684375,17.6,13.3
2020-06-11,8312.864375000000,20.1,13.2
2020-06-12,8605.631666666670,16.6,12.1
2020-06-13,7740.3270833333300,20.2,11.0
2020-06-14,7409.601875000000,22.1,13.4
2020-06-15,8263.907291666670,21.6,8.9
2020-06-16,8253.165000000000,21.9,9.9
2020-06-17,8814.66895833333,18.4,11.1
2020-06-18,8479.440416666660,18.4,13.3
2020-06-19,8483.918125000000,20.1,8.7
2020-06-20,7867.606666666670,21.4,8.4
2020-06-21,7901.504583333330,19.6,10.3
2020-06-22,8941.095000000000,17.7,8.2
2020-06-23,9213.19625,17.0,7.6
2020-06-24,9097.257708333330,18.5,7.5
2020-06-25,8850.015625000000,19.1,10.2
2020-06-26,8911.374791666670,18.6,9.1
2020-06-27,8541.5675,16.2,9.4
2020-06-28,8313.517916666670,15.7,9.2
2020-06-29,8966.821666666670,14.8,10.0
2020-06-30,8948.761458333330,19.1,8.2
2020-07-01,8622.893333333330,22.4,8.0
2020-07-02,8261.664791666670,24.2,10.1
2020-07-03,8374.775000000000,18.6,11.3
2020-07-04,8314.782916666670,16.5,9.0
2020-07-05,8148.798333333330,18.4,7.7
2020-07-06,8953.19333333333,17.7,9.2
2020-07-07,9088.32083333333,16.4,10.7
2020-07-08,9082.490625000000,16.2,11.4
2020-07-09,8958.244166666670,18.2,8.3
2020-07-10,8932.033333333340,18.6,10.8
2020-07-11,8432.967291666670,16.7,11.9
2020-07-12,8193.315208333330,18.0,8.4
2020-07-13,8785.074375000000,16.8,8.8
2020-07-14,9253.613333333330,16.4,11.1
2020-07-15,9098.582500000000,15.1,11.2
2020-07-16,9071.983541666670,15.2,9.5
2020-07-17,9007.56020833333,15.0,11.4
2020-07-18,8183.384791666670,17.0,10.7
2020-07-19,7780.543541666670,20.4,7.1
2020-07-20,8487.573541666670,18.5,9.2
2020-07-21,9097.557291666670,15.6,8.6
2020-07-22,9099.629375000000,19.6,7.6
2020-07-23,9038.293750000000,18.1,7.2
2020-07-24,8868.572708333340,19.0,8.2
2020-07-25,8493.257916666670,18.1,8.8
2020-07-26,8488.740208333340,17.1,10.2
2020-07-27,8994.693541666670,16.8,14.2
2020-07-28,8708.144375000000,17.4,12.2
2020-07-29,8380.121666666670,17.6,10.8
2020-07-30,8573.979583333340,17.1,10.3
2020-07-31,8619.414166666670,16.1,9.2
2020-08-01,8067.524583333330,20.1,6.7
2020-08-02,7946.509583333330,18.8,7.1
2020-08-03,8568.325625000000,21.5,7.8
2020-08-04,8377.432083333330,22.7,8.5
2020-08-05,8845.996250000000,18.2,6.5
2020-08-06,9160.648541666660,15.2,6.8
2020-08-07,9778.863541666660,15.0,8.9
2020-08-08,8346.484375,17.4,11.2
2020-08-09,8568.304375000000,15.4,8.2
2020-08-10,8963.244375000000,16.0,9.5
2020-08-11,8752.641666666670,19.0,10.8
2020-08-12,8807.579166666670,19.3,10.5
2020-08-13,8055.303541666670,22.3,10.0
2020-08-14,8647.469791666670,19.1,10.5
2020-08-15,7790.574583333330,20.1,11.9
2020-08-16,7305.203958333340,21.0,12.8
2020-08-17,7855.147916666670,20.2,12.7
2020-08-18,8055.388125000000,22.8,11.1
2020-08-19,8139.868541666670,22.4,11.2
2020-08-20,8274.895416666670,18.7,10.8
2020-08-21,8393.949583333340,19.7,9.8
2020-08-22,8293.531666666670,16.4,9.2
2020-08-23,7979.350208333330,17.1,8.8
2020-08-24,8503.752500000000,17.8,8.0
2020-08-25,8814.566458333340,14.9,6.2
2020-08-26,8634.097708333340,19.1,6.4
2020-08-27,8383.492708333330,22.7,6.4
2020-08-28,8014.608125000000,17.5,11.9
2020-08-29,7476.435416666670,22.4,7.6
2020-08-30,6964.173333333330,26.8,8.5
2020-08-31,7562.036666666660,21.8,14.3
2020-09-01,7858.91875,17.8,11.0
2020-09-02,7755.265208333330,25.2,9.7
2020-09-03,7402.959375000000,31.5,12.9
2020-09-04,7552.520208333330,20.5,15.7
2020-09-05,6803.0425000000000,21.7,11.9
2020-09-06,6937.37875,19.9,10.2
2020-09-07,7318.0643750000000,23.0,11.7
2020-09-08,7326.423958333330,23.5,11.7
2020-09-09,8047.413333333330,16.1,14.3
2020-09-10,7783.152291666670,18.2,12.9
2020-09-11,7576.6625000000000,20.8,13.3
2020-09-12,6913.0525000000000,23.9,10.7
2020-09-13,6817.360833333340,26.5,11.5
2020-09-14,7132.9397916666700,20.6,12.7
2020-09-15,7313.942083333340,23.1,15.0
2020-09-16,7168.716458333330,26.4,14.3
